VideoFileName,Arousal,Dominance,Submission,Closeness,Novelty,Category,Interactions,Valence,Social
grooming18DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,1.60,2.00,1.00
grooming28DVD.mpg,-1.60,0.00,0.00,2.80,-3.00,9.00,2.60,2.00,1.00
grooming42DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,2.40,2.00,1.00
play13DVD.mpg,1.20,0.40,0.20,3.00,-3.00,13.00,1.40,2.00,1.00
grooming11DVD.mpg,-2.60,0.00,0.00,2.80,-3.00,9.00,1.60,2.20,1.00
grooming22DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,2.20,2.20,1.00
grooming36DVD.mpg,-2.20,0.00,0.00,2.80,-3.00,9.00,2.60,2.20,1.00
grooming41DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,2.40,2.20,1.00
grooming49DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,2.60,2.20,1.00
play04DVD.mpg,2.00,1.00,0.80,3.00,-3.00,13.00,1.60,2.20,1.00
grooming14DVD.mpg,-2.40,0.00,0.00,2.80,-3.00,9.00,1.80,2.20,1.00
grooming24DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,1.80,2.20,1.00
grooming37DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,2.60,2.20,1.00
grooming43DVD.mpg,-2.20,0.00,0.00,2.80,-3.00,9.00,2.40,2.20,1.00
grooming50DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,2.40,2.20,1.00
play26DVD.mpg,1.60,0.40,0.20,2.80,-1.80,13.00,3.00,2.20,1.00
grooming15DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,1.60,2.20,1.00
grooming26DVD.mpg,-1.80,0.00,0.00,2.80,-3.00,9.00,2.20,2.20,1.00
grooming38DVD.mpg,-2.20,0.00,0.00,2.80,-3.00,9.00,2.40,2.20,1.00
grooming45DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,2.40,2.20,1.00
play01DVD.mpg,2.00,1.00,0.60,3.00,-3.00,13.00,3.00,2.20,1.00
play36DVD.mpg,2.00,0.60,0.40,2.80,-3.00,13.00,3.00,2.20,1.00
grooming03DVD.mpg,-2.00,0.00,0.00,3.00,-3.00,9.00,2.40,2.20,1.00
grooming19DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,1.80,2.20,1.00
grooming29DVD.mpg,-2.20,0.00,0.00,2.80,-3.00,9.00,2.00,2.20,1.00
grooming39DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,2.80,2.20,1.00
grooming46DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,2.40,2.20,1.00
play02DVD.mpg,2.00,0.40,0.60,3.00,-3.00,13.00,3.00,2.20,1.00
grooming10DVD.mpg,-2.20,0.00,0.00,2.80,-3.00,9.00,2.00,2.20,1.00
grooming21DVD.mpg,-1.80,0.00,0.00,2.80,-3.00,9.00,2.00,2.20,1.00
grooming35DVD.mpg,-2.20,0.00,0.00,2.80,-3.00,9.00,2.60,2.20,1.00
grooming40DVD.mpg,-2.20,0.00,0.00,2.80,-3.00,9.00,2.60,2.20,1.00
grooming48DVD.mpg,-2.00,0.00,0.00,2.80,-3.00,9.00,2.80,2.20,1.00
play03DVD.mpg,1.80,0.60,0.60,2.80,-3.00,13.00,2.80,2.20,1.00
grooming09DVD.mpg,-2.00,0.00,0.40,2.80,-3.00,9.00,2.00,2.40,1.00
mounting03DVD.mpg,2.20,0.80,1.20,3.00,-3.00,10.00,2.40,2.40,1.00
